val_loss,loss
0.011965123519044498,0.007959464207077951
0.00232231707215823,0.0040221756222360155
0.004809167634310394,0.003503165890658248
0.003372904465630137,0.0032932295091991533
0.010844307007460759,0.0030728201569632223
0.0019856368287883954,0.0031718355428856115
0.0020338503900786927,0.002959072408246912
0.0029734262987842846,0.002921054601905631
0.0029900619117864246,0.0029326038110976133
0.0020584312034770845,0.002902576590576796
0.005620413999362238,0.0029048156448903905
0.0020600667416021744,0.0029232113858279414
0.00206427992610582,0.002867897582894553
0.005085131965962977,0.002892747557262841
0.0018923427572409654,0.0029527505044209517
0.006300013743597886,0.002890431966750003
0.0023906197784275846,0.002951738859155756
0.0022447300914289624,0.002853800622375587
0.0019099228341003943,0.0028319848557908285
0.0032960372864557753,0.0028538938729250137
0.002184332409424001,0.002911576950801044
0.003332226286674368,0.0028314988384741066
0.0019374809139568745,0.002873567671913805
0.002911747524771711,0.0028421100678023697
0.0039028259395653834,0.002850708023326705
0.002036578887431272,0.002867043023754255
0.0029960123902379437,0.0028423632289319434
0.004661831417088878,0.002852067902154565
0.0018767280471992903,0.0028876701882353272
0.0018852632637296257,0.002795847241289835
0.0019689043967759815,0.002794512809225387
0.004430008570438829,0.0028097283178602937
0.001855982904290331,0.0028508861726319395
0.0023604775570204546,0.0028024784459001863
0.0028708054427185963,0.0027794961601679876
0.01049618278469505,0.0028031385962054337
0.003528984758103716,0.0029929706673037615
0.002350014462617451,0.0028070392792275776
0.0025519626985850007,0.002796818429888196
0.006373407601796347,0.0027813491716506605
0.00250460470159506,0.0028376933417941295
0.00189619866231906,0.0027850368618406915
0.008643059901379306,0.002782775820432962
0.002956521355322209,0.003214380618767315
0.0029929571496001605,0.0028684256793439712
0.005723424625165504,0.0028123308596340038
0.0019331106562809697,0.00297484768895335
0.002448505106992249,0.0028091037419512386
0.002119843982930841,0.002776614592311812
0.0019225153654556849,0.002768121402100508
0.0020366604407799655,0.0027903072407978163
0.0018445632870084253,0.0027866023687434594
0.004317825088470147,0.002740249842108947
0.0024214978843670465,0.0029872137048016904
0.002356288281815319,0.002828736103966926
0.0019141982791238818,0.0027756551694853686
0.002781834358606359,0.0027869073190701726
0.002347154338876235,0.002759438758145826
0.0029071755819664946,0.0027441734009057057
0.0021451031227178617,0.0027491302279652368
0.0018288276479418936,0.002757970984332152
0.0019924304817385717,0.002720431820083477
0.0020286573466427368,0.0027444310031354904
0.004945215942530797,0.0027296718993372136
0.0021347725828146113,0.0027994327152306227
0.0021473664758277352,0.002753070852131705
0.0024858493968073665,0.0027427561060960983
0.0018534711802956358,0.002706279235641014
0.0018115926108419381,0.0027469989007280985
0.001808107303905076,0.002713515930956199
0.002250057943807594,0.002679292762816719
0.0022654936777363566,0.002713072675057571
0.002149672725976541,0.002731055327385039
0.001867296085853515,0.00276847717070263
0.003499416733995594,0.002698381244814853
0.0019149099845953029,0.002766803370536811
0.0018338541765215582,0.002727651591852968
0.002104435610617029,0.002698750700907337
0.002059139011042385,0.0027133863111345117
0.0019552076131041196,0.002721875239961956
0.002332981553827894,0.002713292987866478
0.00182272309260764,0.002713961666273341
0.001920594427541926,0.0026781073070535795
0.0018321756682968858,0.002707830851462068
0.0021050919923160613,0.0027004038994089727
0.0019980514470230915,0.002698738867962822
0.002417350835006299,0.002681248886424457
0.0018379327503900075,0.0027159811915462187
0.002125554872227126,0.0026834356017293526
0.0018263707868754863,0.002681395459149412
0.0030682180670957115,0.0027005147521221074
0.0018994157250713686,0.002743201941434365
0.002617112132881222,0.002701481235084253
0.002440306788374638,0.002717020113141494
0.0026455363403235016,0.002691688873878607
0.002035175610719056,0.002691863495201443
0.0018392583989570368,0.002661703492451945
0.0018557342668545657,0.002653656001124472
0.0018548767259023314,0.002667348884496176
0.002543144228322239,0.002656342240335304
0.0018203745395394748,0.0026803482439681785
0.002789848511396297,0.0026619773575141735
0.0018813155639659741,0.0027243836793771747
0.002127789288502315,0.002683482891766637
0.0018577401357670797,0.0026382392673965417
0.0024037333125055864,0.002666962996752644
0.002104136245004062,0.002669160624289123
0.0024229432986085783,0.0026447832561628786
0.0018287515845792047,0.0026708266643226896
0.0018322287970383106,0.0026468760343305465
0.0021940476373480313,0.002639119503415709
0.002027547526462325,0.002651799126189583
0.0018737946099055738,0.0026237480227675027
0.0021932703346527857,0.002646122315488573
0.0019805578522962227,0.0026599566041976236
0.0018235781559206802,0.002636435265999163
0.0018687315927497271,0.002647083142083869
0.002353378455957462,0.0026566089376773043
0.001877244995457345,0.0026246106600154575
0.002045702571370478,0.0026311578049165694
0.0019505866329538925,0.002640201171197871
0.0018825159809584247,0.0026392730235601466
0.0019082113201248235,0.002631942144033764
0.001967294064575228,0.002623848619677743
0.0025347618337977548,0.002640381459312179
0.002379555019132536,0.0026457927613476417
0.0021311109050594526,0.002637125969494259
0.0018723941295696743,0.002652793459410878
0.002138220603931053,0.0026082488552019055
0.0018528656199060637,0.0026641879989165907
0.0019463488358426196,0.0026078322021113546
0.0019047119911631634,0.00260669560775446
0.002437207860679462,0.0026132524255928742
0.0019028757490089226,0.0026598213817009093
0.0018656607259642975,0.002613904869951302
0.0056752338298949705,0.0025933809025596613
0.0026077014747364767,0.0031374195982035494
0.002035769926191404,0.002687761429594932
0.0018884496490374721,0.00265289825631231
0.0037555523441526397,0.0026100057160921464
0.0018896828935449494,0.002735927759441944
0.0019016361185188952,0.0026238003207147177
0.0018982471609166984,0.002632454008764692
0.0018795767196871597,0.0025976063171511575
0.0019455244282967057,0.0026097265472869915
0.0019680218305438758,0.002608657366726502
0.0019666956448606376,0.0025954861307234023
0.0018859849680728953,0.002558022856825849
0.0019611177291592647,0.0025804460309777418
0.001816771006018951,0.002595247023506069
0.0020322595080681915,0.0025747571490143733
0.0023607134770858903,0.0026074586258828165
0.001918985304454791,0.0025873198921637173
0.00191195673501954,0.0025583803475885264
0.002094293681198153,0.002559248923694979
0.001813480823204435,0.002600687931109101
0.0019404082077330556,0.002577624099550336
0.0018216194520736563,0.002542274761045066
0.0018387810359227247,0.0025430358408572574
0.0022089854781997616,0.002561514914064893
0.0018455871228321358,0.002601093536118255
0.0018502053041974532,0.0025781430812805805
0.0018327379775843744,0.0025695145553144946
0.0018511964778961806,0.0025581660460487965
0.0021721840402561016,0.002555012086187031
0.0018345853554662958,0.002585040522426468
0.0018261255005952613,0.0025645191940717677
0.002205626318102767,0.0025469474359338926
0.0018550744601364794,0.002598596824307729
0.0022253530324789985,0.002535673586949662
0.001962425217738953,0.0025518012900888616
0.001856866220397682,0.0025664174029645975
0.002056364866037821,0.002530657039480251
0.0018511757639975382,0.002558179283897401
0.0018784270348862328,0.0025330047712262696
0.001922151314672725,0.0025169516692384146
0.0024330859281251143,0.0025306481941783365
0.0018694276873279234,0.0026167547959834465
0.0023570415114277394,0.002519006338790086
0.0018698991758042368,0.0025345716619499647
0.0020231259826185375,0.002522373505759627
0.0020686500288289167,0.002526146734404276
0.001982113356091853,0.002512511031769149
0.0018599524242996141,0.0025172008408555608
0.001866487155925354,0.0025143785839441945
0.0018856757737953087,0.0025161142490943587
0.0022002140092181747,0.0024975210081095906
